gene_name	beta	se	p_wald	chr	start	end
SLC15A4	-0.06614753	0.03086445	0.03253494	12	129277739	129308528
GLT1D1	0.01929735	0.02656452	0.4678802	12	129337972	129469509
TMEM132D	0.009872525	0.0246044	0.6883905	12	129556270	130388211
RIMBP2	-0.02747912	0.02801486	0.3270818	12	130880682	131200826
STX2	-0.01464283	0.02936508	0.6182255	12	131274145	131323811
RAN	-0.03280086	0.05583364	0.5571242	12	131356424	131362223
GPR133	-0.0001363986	0.009041742	0.9879695	12	131438452	131626014
SFSWAP	-0.07067695	0.04329808	0.1031773	12	132195626	132284282
MMP17	-0.004200658	0.02279451	0.8538583	12	132312938	132336328
RP11-417L19.2	0.0141457	0.009432597	0.1342718	12	132341965	132348596
ULK1	-0.00643147	0.04267542	0.880262	12	132379196	132407695
PUS1	-0.005872034	0.03341119	0.8605542	12	132413745	132428406
EP400	0.006634115	0.05095615	0.8964613	12	132434505	132565005
EP400NL	0.04614284	0.02396633	0.05470097	12	132568828	132613029
DDX51	0.01923377	0.03823066	0.6150953	12	132621139	132628880
NOC4L	-0.01456292	0.01992531	0.4651643	12	132628993	132637013
RP13-977J11.2	0.0005233546	0.008102593	0.9485229	12	132671287	132674240
GALNT9	0.0001829852	0.02862934	0.9949026	12	132680924	132905935
RP13-895J2.7	0.003527716	0.01067849	0.741255	12	132906436	132908161
FBRSL1	0.02136784	0.04330287	0.6218896	12	133066137	133161774
POLE	-0.002344339	0.01064422	0.8257613	12	133200345	133413387
PXMP2	-0.01500531	0.0151206	0.3214479	12	133264192	133297276
PGAM5	-0.02611935	0.03887652	0.5019566	12	133287405	133299228
ANKLE2	0.01591496	0.04319336	0.7126721	12	133302254	133338474
GOLGA3	0.004473736	0.04979915	0.9284503	12	133345495	133405444
CHFR	0.00926501	0.03554388	0.7944485	12	133416937	133485772
RP11-46H11.3	-0.02859521	0.01609294	0.07613664	12	133488056	133491318
ZNF605	-0.03043253	0.03061302	0.3206062	12	133498047	133532892
ZNF26	0.02551478	0.02713576	0.3474919	12	133562951	133589154
ZNF84	0.07293898	0.0451559	0.1068215	12	133613878	133639885
ZNF140	-0.004484675	0.02417758	0.8529134	12	133656424	133684130
ZNF891	-0.01043185	0.02210504	0.6371685	12	133694740	133707059
ZNF10	0.03200879	0.02078326	0.1241011	12	133707161	133736051
ZNF268	-0.01837043	0.01798521	0.3075018	12	133707570	133783698
ANKRD26P3	0.0002886866	0.002780463	0.9173444	13	19864733	19918965
MPHOSPH8	0.01277656	0.04323352	0.7677041	13	20207788	20247596
PSPC1	-0.002356154	0.03431065	0.9452761	13	20248896	20357142
ST6GALNAC4P1	-0.004250462	0.01195235	0.7222627	13	20392261	20392759
ZMYM5	-0.005373895	0.02655394	0.8396967	13	20397622	20437776
ZMYM2	0.07463433	0.04961542	0.1330851	13	20532810	20665968
GJB6	-0.0003219122	0.01404855	0.9817269	13	20796110	20806534
CRYL1	-0.04570188	0.02471823	0.06500284	13	20977806	21099996
IFT88	-0.04568088	0.02173878	0.03606091	13	21140585	21265572
IL17D	-0.01879417	0.02337147	0.4216552	13	21276266	21297237
N6AMT2	-0.02503897	0.02424029	0.3020788	13	21296543	21348097
XPO4	0.0449009	0.03041894	0.1404897	13	21351469	21477187
LATS2	0.04339472	0.0184027	0.01871711	13	21547171	21635718
SAP18	-0.02476661	0.03809542	0.5158839	13	21714653	21723221
MRP63	0.06264009	0.04025257	0.1202372	13	21750784	21753223
ZDHHC20	0.001284423	0.02818101	0.9636634	13	21950263	22033509
EFHA1	-0.0008032572	0.03964227	0.9838411	13	22066836	22178353
FGF9	-0.01987375	0.02480669	0.4233912	13	22245522	22278637
SACS	0.001391736	0.03562146	0.9688485	13	23902965	24007841
MIPEP	-0.0364061	0.01716995	0.0344213	13	24304328	24463558
SPATA13	-0.02889763	0.01904316	0.1297158	13	24734861	24896096
PARP4	0.02590548	0.02376939	0.2762455	13	24995064	25086948
CENPJ	0.006803277	0.01814856	0.7079036	13	25457171	25497018
TPTE2P1	-0.01450697	0.01311034	0.2689778	13	25498815	25542625
FAM123A	-0.01079964	0.03386167	0.7498968	13	25735822	25746426
MTMR6	-0.03454174	0.0365931	0.345611	13	25802307	25862147
NUPL1	-0.06010963	0.0374493	0.1090431	13	25875662	25923938
ATP8A2	-0.06464975	0.03296133	0.05033492	13	25946209	26599989
RNF6	-0.01962575	0.03444871	0.5691058	13	26706253	26796791
CDK8	-0.0410182	0.02864786	0.152763	13	26828276	26979375
WASF3	-0.03115307	0.02727153	0.2538106	13	27131840	27263085
GPR12	0.02692209	0.02177769	0.2168994	13	27329341	27334922
USP12	0.03363667	0.03775355	0.3733406	13	27640293	27746033
RPL21	0.03565605	0.03615495	0.3244649	13	27825446	27830828
RASL11A	-0.0008194606	0.01100009	0.9406428	13	27844464	27847827
GTF3A	0.02132755	0.03892359	0.5839579	13	27998681	28009958
MTIF3	-0.01530095	0.03240601	0.6369958	13	28009776	28024739
LNX2	0.009524179	0.02065186	0.644852	13	28120050	28194541
POLR1D	-0.0018548	0.03855813	0.9616507	13	28194903	28241548
PAN3	-0.02196564	0.03390836	0.5173865	13	28712643	28869475
FLT1	0.01061606	0.01170778	0.364932	13	28874489	29069265
POMP	0.02200451	0.0474521	0.6430301	13	29233241	29253062
SLC46A3	0.01911123	0.01938548	0.3246356	13	29274201	29293107
MTUS2	-0.04676313	0.02702591	0.08413228	13	29598748	30077892
SLC7A1	-0.018716	0.0218001	0.3909724	13	30083547	30169721
UBL3	0.01887589	0.0501716	0.7068925	13	30338508	30424821
KATNAL1	0.008171175	0.03412546	0.810849	13	30776767	30881621
HMGB1	-0.002633168	0.05601455	0.9625233	13	31032884	31191734
RBM22P2	-0.0004664594	0.01531446	0.9757122	13	31113734	31117598
MFAP1P1	0.008386747	0.01398055	0.548827	13	31115780	31117034
USPL1	0.005533122	0.02543107	0.8278417	13	31191830	31233686
ALOX5AP	-0.009684085	0.007857771	0.2183145	13	31309645	31338556
HSPH1	0.02286628	0.02381688	0.3374303	13	31710762	31736525
B3GALTL	-0.002960507	0.01994581	0.8820594	13	31774073	31906413
FRY	0.04090252	0.03789015	0.2808335	13	32605437	32870794
N4BP2L1	-0.01635536	0.03275705	0.6177714	13	32974861	33007091
N4BP2L2	-0.05211376	0.05272496	0.3233845	13	33006924	33112970
PDS5B	-0.04932487	0.03808615	0.1958296	13	33160564	33352157
STARD13	-0.02179075	0.0270856	0.4214451	13	33677307	33924767
NBEA	-0.02175478	0.0387522	0.5747643	13	35516424	36247159
DCLK1	-0.04318541	0.02851069	0.1304164	13	36343122	36705467
SPG20	0.04954905	0.04312559	0.2510733	13	36875775	36944317
CCNA1	-0.0001958138	0.01654395	0.9905607	13	37005967	37017019
SERTM1	-0.02195926	0.01229619	0.07466896	13	37248049	37271976
RFXAP	0.01544202	0.02073683	0.456789	13	37393361	37403241
SMAD9	0.01122587	0.01927684	0.5605678	13	37418968	37494902
ALG5	0.01088229	0.02604478	0.6762334	13	37523912	37574398
EXOSC8	-0.01742764	0.02663038	0.5131082	13	37572953	37583750
FAM48A	-0.02705883	0.03223127	0.4015391	13	37583449	37633850
UFM1	-0.06602287	0.0402169	0.101226	13	38923986	38937140
PROSER1	0.09018299	0.03431315	0.008820983	13	39584002	39612252
NHLRC3	0.02651654	0.03404838	0.436436	13	39612443	39625205
LHFP	-0.02919348	0.02565207	0.2555893	13	39917029	40177665
COG6	0.03222139	0.02907228	0.2682046	13	40229764	40365802
FOXO1	-0.01646202	0.02249592	0.4646135	13	41129817	41240734
MRPS31	0.06167409	0.03186741	0.05345784	13	41303432	41345309
SLC25A15	-0.01721043	0.01532502	0.2619119	13	41363548	41386596
ELF1	0.01895845	0.01965632	0.335218	13	41506056	41635576
WBP4	-0.0337326	0.03781736	0.3727871	13	41635410	41658137
KBTBD6	0.002139284	0.03899504	0.9562695	13	41701705	41706882
KBTBD7	-0.01624514	0.03170762	0.6086161	13	41763969	41768702
MTRF1	0.001639309	0.02200359	0.940638	13	41790825	41837742
NAA16	0.0225997	0.02727165	0.4076377	13	41885341	41951166
RGCC	0.01282911	0.01349768	0.342289	13	42031695	42045018
KIAA0564	-0.01504136	0.02675626	0.5742329	13	42140961	42535256
DGKH	-0.01132464	0.02493998	0.649952	13	42614176	42830714
AKAP11	-0.01586297	0.03263178	0.627074	13	42846289	42897396
EPSTI1	0.001801505	0.008801478	0.8378956	13	43460524	43566407
DNAJC15	-0.001197908	0.01625593	0.9412832	13	43597339	43683045
ENOX1-AS1	-0.01406131	0.01336207	0.2931068	13	44118054	44122192
LACC1	-0.006512818	0.01150637	0.5716104	13	44453420	44468067
DGKZP1	-0.002054898	0.01269252	0.8714449	13	44542560	44545335
SERP2	0.005711848	0.03934261	0.8846198	13	44947801	44971850
TSC22D1	-0.03548308	0.02596582	0.1723269	13	45007655	45151283
SMARCE1P5	-0.00273397	0.01447828	0.8502932	13	45168994	45170218
NUFIP1	-0.01069267	0.02230747	0.6318922	13	45513384	45563618
KIAA1704	0.007596769	0.03995057	0.849258	13	45563687	45607746
GTF2F2	-0.01650317	0.02947788	0.5758084	13	45694650	45858237
KCTD4	-0.005962238	0.0131474	0.6503722	13	45766988	45775175
TPT1	0.03139624	0.03784179	0.4070822	13	45911008	45915505
TPT1-AS1	0.06816569	0.03183779	0.03270724	13	45915480	45965872
SLC25A30	-0.006013063	0.02449245	0.806155	13	45967451	45992590
COG3	-0.06030831	0.03240108	0.06323048	13	46039060	46110765
SIAH3	0.008689356	0.01302825	0.5050735	13	46353363	46425871
ZC3H13	0.02099259	0.03726356	0.5734215	13	46528600	46626894
CPB2-AS1	-0.006659346	0.008414618	0.4290481	13	46669028	46687467
LCP1	-0.0127184	0.01152237	0.2701586	13	46700061	46786006
KIAA0226L	0.01777159	0.01618615	0.272703	13	46916139	47012325
LRCH1	0.004815582	0.02551457	0.8503669	13	47127303	47325710
ESD	0.009089483	0.03371634	0.7875785	13	47345391	47371367
HTR2A	-0.02539454	0.02454142	0.3012315	13	47407513	47471169
SUCLA2	-0.03125951	0.03243387	0.3355706	13	48510622	48612125
NUDT15	-0.003840065	0.0263764	0.8843003	13	48611703	48621282
MED4	-0.03588917	0.03396686	0.2911576	13	48627459	48669267
ITM2B	-0.07108513	0.04151679	0.08741904	13	48807294	48837063
RB1	0.01853213	0.03465392	0.5930185	13	48877883	49056122
LPAR6	-0.01095591	0.01590772	0.4912898	13	48963707	49018840
RCBTB2	-0.0158128	0.02363805	0.5038027	13	49063095	49109872
CYSLTR2	0.01066365	0.008590909	0.2150306	13	49280951	49283498
FNDC3A	-0.03287532	0.03899233	0.3995236	13	49550048	49783888
CDADC1	0.003085657	0.02947622	0.9166653	13	49822047	49867618
CAB39L	-0.02688611	0.01619378	0.09742528	13	49882786	50018262
SETDB2	0.007834571	0.02893115	0.7866453	13	50018429	50069138
PHF11	-0.006347827	0.02706935	0.8146816	13	50069746	50103123
RCBTB1	0.007720216	0.02753304	0.7792767	13	50106082	50159719
EBPL	0.0009782227	0.01307207	0.9403746	13	50234859	50265623
KPNA3	-0.007051432	0.04316508	0.8702949	13	50273447	50367057
SPRYD7	-0.010728	0.03945279	0.7857848	13	50486842	50510626
TRIM13	-0.03617798	0.03519142	0.3043825	13	50570024	50594617
DLEU7	-0.01442251	0.01637862	0.3789329	13	51285144	51418075
RNASEH2B	-0.02351337	0.01574108	0.135808	13	51483814	51544592
FAM124A	-0.02920867	0.02950832	0.3226818	13	51796503	51857930
INTS6	-0.01087708	0.03373167	0.7472266	13	51928213	52028400
INTS6-AS1	0.01740666	0.01524077	0.2539009	13	52028283	52124128
WDFY2	0.02451134	0.03203181	0.4444673	13	52158644	52334135
DHRS12	0.0128579	0.02234577	0.56525	13	52342129	52378293
ATP7B	-0.01417841	0.01617612	0.3811367	13	52506809	52585630
ALG11	0.01285236	0.01279307	0.3155113	13	52586534	52603800
UTP14C	0.007586061	0.03132563	0.8087397	13	52598827	52607701
NEK5	0.01042373	0.01170387	0.3735183	13	52611093	52703214
NEK3	0.01556983	0.0179221	0.3853599	13	52706775	52733996
THSD1	0.003728956	0.01744022	0.8307711	13	52951305	52980629
VPS36	0.04213529	0.0406162	0.3000016	13	52986839	53024763
CKAP2	-0.01506638	0.01723875	0.3825063	13	53029495	53050485
HNRNPA1L2	0.009812398	0.02084231	0.6379743	13	53191605	53217919
SUGT1	0.05979527	0.044052	0.1752134	13	53226844	53262433
PCDH8	0.017304	0.01343085	0.1981525	13	53418109	53422775
PCDH17	-0.03857533	0.02048639	0.06022763	13	58205944	58303445
TDRD3	0.0278755	0.0337292	0.4089045	13	60970591	61148012
PCDH9	-0.0009728656	0.03840465	0.9797993	13	66876967	67804468
PCDH9-AS2	0.004384379	0.01037033	0.6726192	13	67433130	67489163
MZT1	0.0007642645	0.02865311	0.9787301	13	73282495	73301825
DIS3	-0.01553334	0.03898901	0.6904866	13	73329540	73356234
PIBF1	-0.006939668	0.0213611	0.745399	13	73356197	73590592
KLF5	0.01110877	0.01301011	0.3935534	13	73629114	73651676
KLF12	0.01257215	0.03039042	0.6792628	13	74260226	74708394
TBC1D4	0.04286068	0.02146501	0.04633898	13	75858808	76056250
COMMD6	0.05127153	0.03289724	0.1196773	13	76099350	76123575
LMO7	-0.02683226	0.02752805	0.3301225	13	76194570	76434004
KCTD12	-0.01010075	0.02088259	0.6287955	13	77454312	77460540
CLN5	-0.002207498	0.02080434	0.9155354	13	77564795	77576652
FBXL3	-0.003084036	0.04249371	0.9421695	13	77566740	77601330
MYCBP2	0.007815162	0.0450441	0.8623216	13	77618792	77901185
SLAIN1	-0.01744653	0.02882013	0.5451883	13	78272023	78338377
EDNRB	0.001915338	0.01277391	0.8808654	13	78469616	78493903
POU4F1-AS1	0.006038781	0.01009395	0.5499125	13	79152611	79193239
RNF219	0.001021463	0.02805866	0.9709729	13	79188426	79233314
RBM26	0.02249217	0.04812892	0.6404463	13	79885962	79980612
NDFIP2	-0.03736852	0.03709416	0.3141842	13	80055287	80130210
SPRY2	-0.005877561	0.02266693	0.7954992	13	80910111	80915086
SLITRK1	0.02567153	0.02935134	0.3821549	13	84451344	84456528
SLITRK5	-0.008519596	0.02591987	0.7425144	13	88324870	88331868
TGDS	0.02202087	0.02046338	0.2823462	13	95226308	95248511
GPR180	-0.04197853	0.02909313	0.1496133	13	95254157	95286899
SOX21	-0.01032437	0.01544847	0.5042139	13	95361886	95364389
SOX21-AS1	0.004023101	0.01695847	0.812564	13	95364970	95366749
CLDN10	-0.02246251	0.01547855	0.1472894	13	96085858	96231906
DZIP1	0.03606875	0.03576356	0.3136386	13	96230457	96296957
DNAJC3-AS1	-0.004234717	0.01842509	0.8183053	13	96325089	96329179
DNAJC3	-0.01677409	0.03272486	0.6084498	13	96329411	96443301
UGGT2	0.01466215	0.02924993	0.6163794	13	96453834	96705736
HS6ST3	-0.00773781	0.02541781	0.7609186	13	96743093	97485671
MBNL2	-0.05765275	0.04079748	0.1581747	13	97873688	98046374
RAP2A	-0.0512673	0.03798285	0.1776479	13	98086476	98120244
IPO5	-0.008621058	0.05187103	0.8680588	13	98605742	98676551
FARP1	-0.03371019	0.03072686	0.2730778	13	98795434	99102023
STK24	-0.04337159	0.02712976	0.1104636	13	99102455	99230194
DOCK9	0.009269657	0.03429343	0.7870269	13	99445741	99738879
UBAC2	-0.0151705	0.03897362	0.6972404	13	99853028	100038688
TM9SF2	0.04824991	0.04175346	0.2483468	13	100153671	100215645
CLYBL	-0.02312146	0.01909924	0.2265664	13	100258919	100549387
ZIC5	0.00353563	0.01379607	0.7978313	13	100615275	100624163
ZIC2	-0.005414518	0.01614987	0.7375505	13	100634026	100639018
PCCA	-0.00669264	0.02751258	0.807896	13	100741269	101182686
TMTC4	0.04330066	0.02134118	0.04293882	13	101256181	101327347
NALCN	0.04550085	0.03541065	0.1993474	13	101706130	102068843
FGF14	-0.0349767	0.03282716	0.2871227	13	102375035	103054124
TPP2	0.01211678	0.03750215	0.7467447	13	103249353	103331521
TEX30	-0.02166487	0.01964263	0.2705271	13	103418340	103426161
KDELC1	0.005586255	0.01420973	0.6943755	13	103436631	103451357
BIVM	0.03322525	0.02674873	0.2147163	13	103451399	103493885
ERCC5	-0.0208012	0.03083874	0.5002651	13	103459705	103528345
EFNB2	0.001307748	0.03412442	0.969444	13	107142093	107187462
ARGLU1	-0.03832113	0.03821956	0.3164638	13	107194021	107220512
FAM155A	-0.01410878	0.04056806	0.7281371	13	107822318	108519083
LIG4	0.04753442	0.02666966	0.07524129	13	108859794	108870716
ABHD13	-0.03883755	0.02877696	0.1776937	13	108870727	108886603
TNFSF13B	0.005265763	0.01405561	0.7080733	13	108903588	108959385
IRS2	0.006039336	0.03492766	0.8627855	13	110406184	110438915
COL4A1	0.0001456482	0.01233411	0.9905826	13	110801311	110959496
COL4A2	-0.009105979	0.01625105	0.5754798	13	110958159	111165374
RAB20	-0.008857337	0.01172653	0.4503753	13	111175417	111214080
CARKD	-0.01257269	0.03537554	0.7224206	13	111267881	111292340
CARS2	-0.02690141	0.03627701	0.458671	13	111290133	111365950
ING1	-0.02460498	0.02926381	0.4008234	13	111365083	111373421
ANKRD10	-0.03963577	0.03932015	0.3138817	13	111530887	111567416
ANKRD10-IT1	0.004059957	0.0176525	0.8181818	13	111547406	111551519
ARHGEF7	-0.007489859	0.04495999	0.8677539	13	111766906	111958084
TEX29	0.006407143	0.007331343	0.3825304	13	111968531	111996596
SOX1	0.006505459	0.01319516	0.6221948	13	112721913	112726020
LINC00403	-0.006384049	0.01074164	0.5525359	13	112761433	112762329
TUBGCP3	0.01608002	0.03385027	0.6349502	13	113139325	113242481
ATP11A	0.02824539	0.02836	0.3197049	13	113344643	113541482
MCF2L	-0.04135911	0.03270385	0.2065266	13	113548692	113754053
F10	-0.02985261	0.01301506	0.02218138	13	113777128	113803843
PCID2	0.009076832	0.03872526	0.8147685	13	113831891	113863029
CUL4A	0.09449164	0.04700619	0.04489471	13	113862552	113919399
LAMP1	-0.005289093	0.04513744	0.9067619	13	113951556	113977987
GRTP1	0.02013842	0.01422006	0.1572794	13	113978544	114018446
ADPRHL1	-0.01254517	0.01706341	0.4625233	13	114076260	114107839
DCUN1D2	0.007331281	0.03200052	0.8188767	13	114110134	114145267
TMCO3	-0.01719654	0.0284511	0.5458091	13	114145310	114204542
TFDP1	0.05498308	0.03062309	0.07312245	13	114239013	114295504
FAM70B	0.003622465	0.01337844	0.7866696	13	114462216	114514926
GAS6-AS1	-0.001726655	0.00594928	0.7717494	13	114518603	114542321
GAS6	0.04457757	0.03575692	0.2130403	13	114523524	114567046
RASA3	-0.0066103	0.02778607	0.8120468	13	114747194	114898086
CDC16	-0.0002668488	0.0398635	0.9946614	13	115000362	115038198
UPF3A	-0.06361187	0.03865127	0.1003742	13	115047059	115071283
CHAMP1	0.01981443	0.02710094	0.4650062	13	115079988	115092796
TTC5	0.03750427	0.02680707	0.1623595	14	20754387	20774153
CCNB1IP1	0.004035975	0.02294654	0.8604478	14	20779527	20801471
PARP2	-0.05624297	0.03218541	0.08111021	14	20811741	20826064
TEP1	0.04720221	0.0256288	0.06604398	14	20833826	20881588
OSGEP	0.006785899	0.01846498	0.7133857	14	20914570	20923264
APEX1	0.01356729	0.04387165	0.7572479	14	20923350	20925927
TMEM55B	-0.02136016	0.04286723	0.61848	14	20925878	20929771
PNP	0.008665455	0.009746111	0.3743249	14	20937113	20945253
RNASE1	-0.0051579	0.02075381	0.8038181	14	21269387	21271437
METTL17	-0.01375494	0.02820742	0.6260008	14	21457929	21465189
NDRG2	0.002804202	0.02561304	0.9128587	14	21484922	21539031
ARHGEF40	-0.04500563	0.0231401	0.05229025	14	21538429	21558399
ZNF219	-0.02850233	0.02245422	0.2048481	14	21558205	21572881
CTD-2552B11.4	-0.0266895	0.03160609	0.3987872	14	21668238	21675059
HNRNPC	0.02196008	0.04635233	0.6358547	14	21677295	21737653
SUPT16H	0.07722847	0.05723065	0.1777517	14	21819631	21852425
CHD8	0.08953208	0.05877613	0.128261	14	21853353	21924285
RAB2B	0.007081202	0.0319452	0.8246547	14	21927179	21945132
TOX4	0.02908477	0.05177712	0.574527	14	21944756	21967319
METTL3	-0.02443912	0.03799614	0.5203604	14	21966191	21979517
SALL2	-0.006960522	0.02333892	0.7656344	14	21989232	22005350
DAD1	-0.03605869	0.02480131	0.1465395	14	23033805	23058175
ABHD4	0.0148235	0.02174837	0.4957821	14	23067146	23081265
OXA1L	0.02358889	0.04001743	0.5557895	14	23235731	23241007
SLC7A7	0.0009793675	0.01212818	0.9356688	14	23242431	23299029
MRPL52	0.05157832	0.03892127	0.1856524	14	23299088	23304246
MMP14	0.004579319	0.01286633	0.7220398	14	23305766	23318236
LRP10	0.07698731	0.02677509	0.004191199	14	23340822	23350789
RBM23	0.003784943	0.03155439	0.9045664	14	23369854	23388396
PRMT5	0.008810659	0.01924472	0.6472598	14	23389720	23398794
HAUS4	0.006577302	0.01411228	0.6413491	14	23415437	23426370
AJUBA	0.0134097	0.009831224	0.1731245	14	23440383	23451851
C14orf93	0.01713748	0.01881679	0.3628207	14	23456110	23479375
PSMB5	0.01084328	0.03604223	0.7636423	14	23485752	23504439
CDH24	0.03681362	0.0186303	0.04864959	14	23516271	23526747
ACIN1	-0.01018955	0.05686497	0.8578552	14	23527773	23564823
C14orf119	0.04660285	0.0310823	0.1343558	14	23563974	23569665
SLC7A8	0.001064076	0.02760633	0.9692673	14	23594504	23652883
HOMEZ	0.04585318	0.02371881	0.05372087	14	23743250	23755326
PPP1R3E	-0.03369176	0.03504544	0.3367838	14	23765112	23772057
BCL2L2	0.1005017	0.0448906	0.02556429	14	23767999	23780968
PABPN1	-0.01464869	0.04144244	0.7238701	14	23790498	23795394
SLC22A17	0.07483225	0.04399705	0.08953291	14	23815515	23822121
EFS	0.01882699	0.02116777	0.3741648	14	23825611	23834961
CMTM5	0.0002217775	0.01852565	0.9904528	14	23846017	23848981
MYH7	0.01641547	0.01207341	0.1744975	14	23881947	23904927
NGDN	-0.01709444	0.03864213	0.6583881	14	23938897	23979071
RP11-66N24.4	0.004228844	0.02179762	0.8462432	14	23980969	24029987
ZFHX2	0.00628438	0.0285892	0.826095	14	23990069	24025401
THTPA	-0.01172426	0.01503535	0.4358535	14	24025216	24029480
AP1G2	0.001500873	0.02160262	0.9446354	14	24028774	24037279
JPH4	-0.016898	0.04045907	0.6763599	14	24037244	24048009
C14orf167	-0.006569263	0.02400405	0.7844379	14	24407940	24458048
DHRS4	-0.02168382	0.0123627	0.07998826	14	24422795	24438488
DHRS4L2	-0.0103123	0.0158977	0.516823	14	24439148	24475617
LRRC16B	0.01280239	0.01743634	0.4631156	14	24521206	24538937
CPNE6	-0.03749885	0.020402	0.06659787	14	24540046	24547309
